METAMODEL,PROB,NVAR,REP,NEVAL,ITER,BEST.OBJ,TOTAL.TIME.S
"DEbest","perm0db",10,1,80,1,4207473964728242688.000000,0.000000
"DEbest","perm0db",10,1,100,2,11961876840943760.000000,0.000000
"DEbest","perm0db",10,1,120,3,11937514897410526.000000,0.000000
"DEbest","perm0db",10,1,140,4,11937514897410526.000000,0.000000
"DEbest","perm0db",10,1,160,5,11937514897410526.000000,0.000000
"DEbest","perm0db",10,1,180,6,11937514897410526.000000,0.000000
"DEbest","perm0db",10,1,200,7,11937514897410526.000000,0.000000
"DEbest","perm0db",10,1,220,8,11937514897410526.000000,0.000000
"DEbest","perm0db",10,1,240,9,11937514897410526.000000,0.010000
"DEbest","perm0db",10,1,260,10,11937514897410526.000000,0.020000
"DEbest","perm0db",10,1,280,11,1132119482490408.000000,0.020000
"DEbest","perm0db",10,1,300,12,1132119482490408.000000,0.020000
"DEbest","perm0db",10,1,320,13,104607044971387.078125,0.030000
"DEbest","perm0db",10,1,340,14,104607044971387.078125,0.030000
"DEbest","perm0db",10,1,360,15,104607044971387.078125,0.030000
"DEbest","perm0db",10,1,380,16,104607044971387.078125,0.030000
"DEbest","perm0db",10,1,400,17,52873174584366.109375,0.030000
"DEbest","perm0db",10,1,420,18,76768109425.965668,0.040000
"DEbest","perm0db",10,1,440,19,75891322022.176819,0.040000
"DEbest","perm0db",10,1,460,20,75891322022.176819,0.040000
"DEbest","perm0db",10,1,480,21,7301179269.693737,0.040000
"DEbest","perm0db",10,1,500,22,6328658627.064226,0.040000
"DEbest","perm0db",10,1,520,23,228623567.524045,0.040000
"DEbest","perm0db",10,1,540,24,228623567.524045,0.040000
"DEbest","perm0db",10,1,560,25,164354538.866219,0.050000
"DEbest","perm0db",10,1,580,26,160746766.932256,0.050000
"DEbest","perm0db",10,1,600,27,146146061.104256,0.050000
"DEbest","perm0db",10,1,620,28,15790179.580948,0.050000
"DEbest","perm0db",10,1,640,29,430995.088310,0.050000
"DEbest","perm0db",10,1,660,30,305520.523572,0.050000
"DEbest","perm0db",10,1,680,31,305520.523572,0.050000
"DEbest","perm0db",10,1,700,32,27122.982272,0.050000
"DEbest","perm0db",10,1,720,33,7410.007406,0.050000
"DEbest","perm0db",10,1,740,34,2636.037865,0.050000
"DEbest","perm0db",10,1,760,35,2636.037865,0.060000
"DEbest","perm0db",10,1,780,36,2636.037865,0.060000
"DEbest","perm0db",10,1,800,37,1663.285199,0.060000
"DEbest","perm0db",10,1,820,38,1334.702492,0.060000
"DEbest","perm0db",10,1,840,39,1149.784378,0.060000
"DEbest","perm0db",10,1,860,40,922.016968,0.060000
"DEbest","perm0db",10,1,880,41,731.747043,0.060000
"DEbest","perm0db",10,1,900,42,694.439028,0.060000
"DEbest","perm0db",10,1,920,43,680.580036,0.060000
"DEbest","perm0db",10,1,940,44,378.314082,0.060000
